home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
ORL,GS,,,,,260,-335,2022-03-22
NY,ATL,,,,,140,-160,2022-03-22
ORL,GS,,,,,250,-350,2022-03-22
ORL,GS,0,0,1,11:58,250,-350,2022-03-22
ORL,GS,0,0,1,11:29,240,-330,2022-03-22
ORL,GS,2,2,1,11:08,240,-330,2022-03-22
ORL,GS,4,2,1,10:38,210,-280,2022-03-22
ORL,GS,4,2,1,10:18,210,-280,2022-03-22
ORL,GS,4,2,1,9:46,215,-290,2022-03-22
ORL,GS,6,2,1,9:17,230,-315,2022-03-22
ORL,GS,6,2,1,8:52,230,-315,2022-03-22
ORL,GS,9,2,1,8:21,185,-245,2022-03-22
ORL,GS,9,2,1,8:05,200,-265,2022-03-22
ORL,GS,9,4,1,7:33,190,-255,2022-03-22
ORL,GS,9,4,1,7:17,180,-235,2022-03-22
ORL,GS,12,4,1,6:46,135,-165,2022-03-22
ORL,GS,12,4,1,6:45,150,-185,2022-03-22
ORL,GS,12,4,1,6:45,170,-220,2022-03-22
ORL,GS,12,4,1,6:45,175,-225,2022-03-22
ORL,GS,12,4,1,6:45,165,-210,2022-03-22
ORL,GS,12,4,1,6:44,155,-195,2022-03-22
ORL,GS,12,6,1,6:17,175,-225,2022-03-22
ORL,GS,12,7,1,6:16,170,-220,2022-03-22
ORL,GS,14,9,1,5:41,170,-220,2022-03-22
ORL,GS,14,9,1,5:09,150,-185,2022-03-22
ORL,GS,16,9,1,5:08,160,-200,2022-03-22
ORL,GS,16,9,1,5:08,150,-185,2022-03-22
ORL,GS,16,9,1,5:08,155,-195,2022-03-22
ORL,GS,16,11,1,4:53,150,-185,2022-03-22
ORL,GS,18,11,1,4:22,160,-200,2022-03-22
ORL,GS,18,11,1,4:22,175,-225,2022-03-22
ORL,GS,18,12,1,4:15,170,-220,2022-03-22
ORL,GS,20,12,1,3:38,145,-175,2022-03-22
ORL,GS,23,12,1,3:05,140,-170,2022-03-22
ORL,GS,25,12,1,2:39,-105,-125,2022-03-22
ORL,GS,25,12,1,2:39,105,-135,2022-03-22
ORL,GS,25,14,1,2:24,120,-150,2022-03-22
ORL,GS,25,15,1,2:14,110,-140,2022-03-22
ORL,GS,25,15,1,2:04,100,-130,2022-03-22
NY,ATL,0,2,1,11:28,140,-170,2022-03-22
ORL,GS,25,17,1,1:44,125,-155,2022-03-22
NY,ATL,0,2,1,11:11,145,-175,2022-03-22
