home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
ORL,BKN,,,,,360,-490,2022-03-15
IND,MEM,,,,,210,-260,2022-03-15
MIA,DET,,,,,-1250,750,2022-03-15
ORL,BKN,,,,,325,-475,2022-03-15
IND,MEM,0,0,1,11:55,190,-255,2022-03-15
ORL,BKN,0,0,1,11:52,325,-475,2022-03-15
IND,MEM,0,2,1,11:19,210,-280,2022-03-15
ORL,BKN,0,2,1,11:20,360,-550,2022-03-15
IND,MEM,2,2,1,10:47,190,-255,2022-03-15
ORL,BKN,2,4,1,10:49,360,-550,2022-03-15
IND,MEM,2,4,1,10:19,200,-265,2022-03-15
ORL,BKN,2,7,1,10:28,385,-600,2022-03-15
IND,MEM,2,4,1,9:52,210,-280,2022-03-15
ORL,BKN,2,7,1,10:04,385,-600,2022-03-15
IND,MEM,5,4,1,9:30,180,-235,2022-03-15
ORL,BKN,5,7,1,9:30,325,-475,2022-03-15
IND,MEM,5,8,1,9:08,220,-300,2022-03-15
ORL,BKN,5,9,1,9:23,325,-475,2022-03-15
IND,MEM,5,9,1,8:56,220,-300,2022-03-15
ORL,BKN,7,9,1,9:16,325,-475,2022-03-15
IND,MEM,7,9,1,8:35,200,-265,2022-03-15
ORL,BKN,7,12,1,8:57,385,-600,2022-03-15
IND,MEM,7,9,1,8:16,230,-315,2022-03-15
ORL,BKN,9,14,1,8:26,385,-600,2022-03-15
IND,MEM,7,10,1,8:16,230,-315,2022-03-15
ORL,BKN,11,14,1,8:05,385,-600,2022-03-15
IND,MEM,9,11,1,8:03,200,-265,2022-03-15
ORL,BKN,11,15,1,8:05,425,-675,2022-03-15
IND,MEM,10,11,1,8:05,200,-265,2022-03-15
ORL,BKN,11,19,1,7:39,550,-950,2022-03-15
IND,MEM,10,13,1,7:47,210,-280,2022-03-15
ORL,BKN,13,19,1,7:17,425,-675,2022-03-15
IND,MEM,11,13,1,7:47,200,-265,2022-03-15
ORL,BKN,14,19,1,7:06,425,-675,2022-03-15
IND,MEM,11,13,1,7:26,200,-265,2022-03-15
ORL,BKN,16,21,1,6:33,400,-625,2022-03-15
IND,MEM,11,13,1,7:20,210,-280,2022-03-15
ORL,BKN,16,23,1,6:05,425,-675,2022-03-15
IND,MEM,11,13,1,7:08,210,-280,2022-03-15
ORL,BKN,16,23,1,6:05,450,-725,2022-03-15
IND,MEM,11,13,1,7:08,220,-300,2022-03-15
IND,MEM,11,16,1,6:44,250,-350,2022-03-15
IND,MEM,11,16,1,6:49,240,-330,2022-03-15
ORL,BKN,19,23,1,5:47,400,-625,2022-03-15
ORL,BKN,22,28,1,5:13,450,-725,2022-03-15
ORL,BKN,25,30,1,4:45,425,-675,2022-03-15
IND,MEM,11,16,1,6:49,250,-350,2022-03-15
ORL,BKN,25,32,1,4:08,550,-950,2022-03-15
IND,MEM,14,16,1,6:18,210,-280,2022-03-15
ORL,BKN,25,34,1,4:06,600,-1050,2022-03-15
IND,MEM,16,16,1,5:56,230,-315,2022-03-15
ORL,BKN,25,35,1,4:06,600,-1050,2022-03-15
IND,MEM,16,18,1,5:25,260,-370,2022-03-15
ORL,BKN,25,37,1,3:27,750,-1450,2022-03-15
IND,MEM,16,18,1,5:07,260,-370,2022-03-15
ORL,BKN,28,37,1,3:14,600,-1050,2022-03-15
IND,MEM,18,18,1,4:44,220,-300,2022-03-15
IND,MEM,20,21,1,4:10,240,-330,2022-03-15
IND,MEM,20,21,1,3:52,230,-315,2022-03-15
ORL,BKN,28,37,1,3:14,650,-1150,2022-03-15
IND,MEM,22,24,1,3:18,240,-330,2022-03-15
IND,MEM,22,26,1,2:47,300,-435,2022-03-15
ORL,BKN,28,37,1,3:15,650,-1150,2022-03-15
IND,MEM,22,26,1,2:35,270,-385,2022-03-15
ORL,BKN,28,37,1,2:40,600,-1050,2022-03-15
ORL,BKN,28,39,1,2:10,750,-1450,2022-03-15
ORL,BKN,28,42,1,1:40,800,-1600,2022-03-15
ORL,BKN,28,44,1,1:17,1000,-2400,2022-03-15
ORL,BKN,28,44,1,1:19,1000,-2400,2022-03-15
ORL,BKN,28,44,1,1:09,850,-1800,2022-03-15
IND,MEM,22,26,1,2:21,270,-385,2022-03-15
ORL,BKN,28,44,1,1:09,1000,-2400,2022-03-15
IND,MEM,23,26,1,1:53,250,-350,2022-03-15
IND,MEM,23,29,1,1:30,310,-450,2022-03-15
IND,MEM,23,31,1,1:01,385,-600,2022-03-15
IND,MEM,23,31,1,0:58,300,-435,2022-03-15
ORL,BKN,28,44,1,1:09,900,-2000,2022-03-15
IND,MEM,25,31,1,0:27,260,-370,2022-03-15
ORL,BKN,28,44,1,0:47,900,-2000,2022-03-15
ORL,BKN,28,46,1,0:35,1100,-2800,2022-03-15
IND,MEM,25,31,1,0:09,300,-435,2022-03-15
IND,MEM,25,32,1,0:05,300,-435,2022-03-15
ORL,BKN,30,48,1,0:27,1100,-2800,2022-03-15
ORL,BKN,30,48,2,12:00,1200,-3200,2022-03-15
IND,MEM,25,32,2,12:00,300,-435,2022-03-15
IND,MEM,25,32,2,12:00,310,-450,2022-03-15
IND,MEM,25,32,2,12:00,325,-475,2022-03-15
MIA,DET,,,,,-1300,700,2022-03-15
ORL,BKN,30,48,2,11:58,1200,-3200,2022-03-15
ORL,BKN,32,48,2,11:27,1100,-2800,2022-03-15
IND,MEM,25,32,2,11:46,350,-525,2022-03-15
ORL,BKN,32,50,2,11:06,1100,-2800,2022-03-15
IND,MEM,27,34,2,11:18,325,-475,2022-03-15
ORL,BKN,34,50,2,11:06,900,-2000,2022-03-15
IND,MEM,27,36,2,10:40,385,-600,2022-03-15
MIA,DET,0,0,1,11:53,-1300,700,2022-03-15
ORL,BKN,34,50,2,10:42,900,-2000,2022-03-15
IND,MEM,27,36,2,10:39,385,-600,2022-03-15
